"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_per_40","obpm","dbpm","bpm","games","school_link","conf_link","player_stats$link[i]","Year","orb_per_g","drb_per_g","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","g"
"Bernard Robinson",23.5699771689498,"Small Forward and Shooting Guard","2001-02",28.4,4.6,11.3,4.2,9.6,0.4,1.7,2.4,2.9,4.6,2.4,1.2,0.5,NA,NA,12.1,5.85,15.9,5.31,13.5,0.54,2.4,3.06,4,5.76,3.06,1.44,0.63,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478,0.427,0.149,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,1,0.049,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/michigan/2002.html","http://www.sports-reference.com/cbb/conferences/big-ten/2002.html","http://www.basketball-reference.com/players/r/robinbe01.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"Bernard Robinson",23.5699771689498,"Small Forward and Shooting Guard","2002-03",32.2,4.3,9.4,3.8,8.1,0.4,1.3,2.7,3.2,6.1,3.4,1.3,0.7,NA,NA,11.7,4.77,11.7,4.32,10.1,0.54,1.6,2.97,3.9,6.84,3.87,1.44,0.72,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.48,0.136,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.8,3.1,0.135,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/michigan/2003.html","http://www.sports-reference.com/cbb/conferences/big-ten/2003.html","http://www.basketball-reference.com/players/r/robinbe01.html",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"Bernard Robinson",23.5699771689498,"Small Forward and Shooting Guard","2003-04",32.2,4.4,10.2,3.9,8.2,0.5,2,2.8,3.6,5.7,3.8,1.9,0.3,NA,NA,12.1,4.95,12.7,4.41,10.2,0.54,2.5,3.06,4.5,6.39,4.23,2.07,0.36,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507,0.457,0.196,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.3,3.5,0.128,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/michigan/2004.html","http://www.sports-reference.com/cbb/conferences/big-ten/2004.html","http://www.basketball-reference.com/players/r/robinbe01.html",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"Sergei Karaulov",22.1287671232877,"Center","2010-11",3.7,0,0,0,0,0,0,1,2,1.3,0,0,0,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"http://www.basketball-reference.com/players/k/karause01.html",2011,0.3,1,0,0,0,0,0,0,9.8,19.6,3.3,9.8,13.1,0,0,0,0,16.4,9.8,NA
"Sergei Karaulov",22.1287671232877,"Center","2012-13",15,3,4,3,4,0,0,2,2,3,1,0,0,0,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"http://www.basketball-reference.com/players/k/karause01.html",2013,1,2,7.2,9.6,0,0,7.2,9.6,4.8,4.8,2.4,4.8,7.2,2.4,0,0,0,9.6,19.2,NA
"Sergei Karaulov",22.1287671232877,"Center","2010-11",3.7,0,0,0,0,0,0,1,2,1.3,0,0,0,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"http://www.basketball-reference.com/players/k/karause01.html",2011,0.3,1,0,0,0,0,0,0,9.8,19.6,3.3,9.8,13.1,0,0,0,0,16.4,9.8,NA
"Sergei Karaulov",22.1287671232877,"Center","2012-13",15,3,4,3,4,0,0,2,2,3,1,0,0,0,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"http://www.basketball-reference.com/players/k/karause01.html",2013,1,2,7.2,9.6,0,0,7.2,9.6,4.8,4.8,2.4,4.8,7.2,2.4,0,0,0,9.6,19.2,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2000-01",16.8,1,3.4,1,2,0,1.4,0,0,1.4,1.2,0.2,0.2,1.4,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2001,0,1.4,2.1,7.3,0,3,2.1,4.3,0,0,0,3,3,2.6,0.4,0.4,3,7.7,4.3,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2001-02",24.8,3.9,7.6,3,5.9,0.9,1.8,3.5,5.1,2.3,2.4,1.1,0.4,2.6,3.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2002,0.9,1.4,5.6,11.1,1.3,2.5,4.4,8.5,5.1,7.5,1.3,2,3.3,3.5,1.6,0.5,3.8,5.5,17.6,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2002-03",22.2,2.7,6.3,2.3,4.4,0.4,1.9,1.9,3.3,2.8,2.8,0.8,0.1,2.1,3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2003,0.6,2.2,4.4,10.3,0.7,3.1,3.7,7.2,3.2,5.3,0.9,3.6,4.5,4.6,1.4,0.1,3.4,4.9,12.7,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2006-07",24.1,3.4,7.3,2.7,5.2,0.6,2.1,2.2,3.6,2.9,3.2,1.3,0.3,1.8,2.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2007,0.7,2.2,5,10.9,1,3.1,4,7.8,3.3,5.3,1.1,3.2,4.3,4.8,2,0.5,2.7,3.9,14.2,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2007-08",23.8,3.7,7.3,2.9,5.2,0.8,2.2,2.1,3.2,2.9,2.9,0.8,0.3,1.7,2.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2008,0.5,2.4,5.6,11.1,1.1,3.3,4.4,7.8,3.2,4.8,0.8,3.7,4.4,4.5,1.3,0.5,2.5,3.8,15.4,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2008-09",18.7,2.2,4.9,1.4,2.6,0.8,2.3,1.8,2.6,1.8,2.1,0.5,0.3,0.6,2.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2009,0.3,1.5,4.3,9.5,1.5,4.5,2.7,5.1,3.4,5.1,0.6,2.8,3.4,4,0.9,0.5,1.1,5.3,13.5,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2009-10",21.4,2.9,6.3,2.2,4.2,0.6,2.1,1.1,1.8,2.9,2.1,1.1,0.1,1.9,2.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2010,0.6,2.2,4.8,10.6,1,3.5,3.8,7.1,1.9,3,1,3.8,4.8,3.5,1.8,0.2,3.1,3.8,12.6,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2010-11",29,4,8.2,3.1,5.1,0.9,3.1,2.2,3.1,4.2,3.1,0.9,0.2,2.1,2.9,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2011,0.8,3.4,5,10.2,1.1,3.8,3.8,6.3,2.7,3.8,1,4.2,5.2,3.8,1.1,0.2,2.6,3.6,13.8,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2011-12",26.8,4.1,8.5,3.7,7.1,0.4,1.5,2.6,3.3,2.9,4.9,1.5,0.1,2.4,2.8,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2012,0.5,2.4,5.5,11.5,0.5,2,4.9,9.5,3.5,4.4,0.6,3.2,3.9,6.5,2,0.2,3.2,3.8,15,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2012-13",30.8,4.8,10.7,4.4,8.2,0.4,2.5,2.5,3.7,3.9,6.3,1.1,0.1,3,2.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2013,0.7,3.2,5.6,12.5,0.5,2.9,5.1,9.6,2.9,4.3,0.8,3.7,4.6,7.4,1.3,0.1,3.5,3,14.5,NA
"Zoran Planinic",20.2821917808219,"Shooting Guard and Point Guard","2013-14",23.5,3.2,8.2,2.5,5.7,0.7,2.5,1.2,1.7,2.4,3.7,0.9,0,2,3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,"http://www.basketball-reference.com/players/p/planizo01.html",2014,0.4,2,4.9,12.5,1.1,3.8,3.8,8.7,1.9,2.5,0.6,3.1,3.7,5.7,1.3,0.1,3,4.7,12.8,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2008-09",24.8,5.2,10.4,4.6,7.9,0.6,2.5,1.4,1.9,6.1,0.3,1.8,1.5,2.1,3.3,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2009,1.6,4.5,7.6,15.1,0.9,3.6,6.7,11.5,2,2.8,2.4,6.5,8.8,0.5,2.6,2.1,3,4.7,18.1,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2010-11",24.8,5.2,8.9,5.1,8.1,0.1,0.8,1.4,2,6.6,0.6,0.7,1.6,1.7,3.6,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2011,2.9,3.7,7.5,12.9,0.1,1.2,7.4,11.8,2,2.9,4.2,5.4,9.6,0.9,1,2.3,2.5,5.2,17.3,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2012-13",21.7,4.8,8.6,4.7,8,0.1,0.6,0.8,1.2,6.9,0.4,1.5,1.1,2.8,3.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2013,3.1,3.8,8,14.3,0.2,1.1,7.8,13.3,1.4,2,5.1,6.3,11.4,0.6,2.6,1.8,4.7,5.7,17.5,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2013-14",30.9,5.3,10.4,5.1,9.3,0.3,1.2,0.9,1.6,7.7,0.6,0.8,1.8,1.8,3.3,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2014,2.2,5.5,6.2,12.1,0.3,1.4,5.9,10.8,1.1,1.8,2.5,6.4,8.9,0.7,0.9,2,2,3.8,13.8,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2014-15",20.1,4.2,9.1,3.9,7.8,0.3,1.3,0.7,1.2,5.3,0.8,1.2,1.3,1.5,3.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2015,1.3,3.9,7.6,16.3,0.5,2.3,7.1,14.1,1.3,2.1,2.4,7.1,9.4,1.5,2.2,2.3,2.6,5.7,16.9,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2015-16",23.4,4.1,8.1,3.9,7.3,0.2,0.8,0.9,1.6,5.8,0.6,1.3,1.3,1.4,2.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2016,1.7,4.1,6.4,12.4,0.3,1.2,6.1,11.2,1.4,2.5,2.6,6.4,9,1,1.9,2,2.2,4.1,14.5,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2008-09",24.8,5.2,10.4,4.6,7.9,0.6,2.5,1.4,1.9,6.1,0.3,1.8,1.5,2.1,3.3,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2009,1.6,4.5,7.6,15.1,0.9,3.6,6.7,11.5,2,2.8,2.4,6.5,8.8,0.5,2.6,2.1,3,4.7,18.1,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2010-11",24.8,5.2,8.9,5.1,8.1,0.1,0.8,1.4,2,6.6,0.6,0.7,1.6,1.7,3.6,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2011,2.9,3.7,7.5,12.9,0.1,1.2,7.4,11.8,2,2.9,4.2,5.4,9.6,0.9,1,2.3,2.5,5.2,17.3,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2012-13",21.7,4.8,8.6,4.7,8,0.1,0.6,0.8,1.2,6.9,0.4,1.5,1.1,2.8,3.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2013,3.1,3.8,8,14.3,0.2,1.1,7.8,13.3,1.4,2,5.1,6.3,11.4,0.6,2.6,1.8,4.7,5.7,17.5,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2013-14",30.9,5.3,10.4,5.1,9.3,0.3,1.2,0.9,1.6,7.7,0.6,0.8,1.8,1.8,3.3,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2014,2.2,5.5,6.2,12.1,0.3,1.4,5.9,10.8,1.1,1.8,2.5,6.4,8.9,0.7,0.9,2,2,3.8,13.8,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2014-15",20.1,4.2,9.1,3.9,7.8,0.3,1.3,0.7,1.2,5.3,0.8,1.2,1.3,1.5,3.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2015,1.3,3.9,7.6,16.3,0.5,2.3,7.1,14.1,1.3,2.1,2.4,7.1,9.4,1.5,2.2,2.3,2.6,5.7,16.9,NA
"Ndudi Ebi",18.0465753424658,"Shooting Guard and Small Forward","2015-16",23.4,4.1,8.1,3.9,7.3,0.2,0.8,0.9,1.6,5.8,0.6,1.3,1.3,1.4,2.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,"http://www.basketball-reference.com/players/e/ebind01.html",2016,1.7,4.1,6.4,12.4,0.3,1.2,6.1,11.2,1.4,2.5,2.6,6.4,9,1,1.9,2,2.2,4.1,14.5,NA
"Mo Williams",20.550799086758,"Shooting Guard and Point Guard","2001-02",32,3.5,9.3,2.6,5.7,0.9,3.6,2.4,2.8,3.9,4.5,1.7,0.1,2.9,2.6,10.4,3.96,11.7,2.88,7.2,1.08,4.5,2.7,3.5,4.41,5.13,1.89,0.09,3.33,2.88,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.427,0.385,0.3,NA,NA,NA,NA,NA,NA,NA,21.6,NA,0.6,2.5,3.1,0.109,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/alabama/2002.html","http://www.sports-reference.com/cbb/conferences/sec/2002.html","http://www.basketball-reference.com/players/w/willima01.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"Mo Williams",20.550799086758,"Shooting Guard and Point Guard","2002-03",35.8,5.5,12.8,3.6,6.6,2,6.2,3.4,4,3.9,3.9,1.2,0.2,3,2.1,16.4,5.58,14.3,3.6,7.4,1.98,6.9,3.42,4.5,3.96,3.87,1.26,0.18,2.97,2.16,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557,0.508,0.485,0.315,NA,NA,NA,NA,NA,NA,NA,16.8,NA,2.4,1.8,4.1,0.16,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/alabama/2003.html","http://www.sports-reference.com/cbb/conferences/sec/2003.html","http://www.basketball-reference.com/players/w/willima01.html",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"Brandon Hunter",22.4823059360731,"Power Forward","1999-00",27.4,4.5,8.8,4.5,8.7,0,0.1,2.3,4.2,6.2,1.1,0.6,0.3,2.8,2.8,11.3,5.94,12.8,5.94,12.7,0,0.1,3.06,6.1,8.19,1.35,0.72,0.45,3.6,3.69,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526,0.514,0.007,0.476,NA,NA,NA,NA,NA,NA,NA,20.4,NA,1.3,1.3,2.6,0.115,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/ohio/2000.html","http://www.sports-reference.com/cbb/conferences/mac/2000.html","http://www.basketball-reference.com/players/h/huntebr01.html",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
"Brandon Hunter",22.4823059360731,"Power Forward","2000-01",32.9,6,11.8,5.9,11.5,0.1,0.3,5.9,9,9.4,2.7,0.8,0.5,3.9,2.5,18.1,6.57,14.4,6.48,14,0.09,0.4,6.48,11,10.26,2.88,0.81,0.54,4.23,2.79,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561,0.514,0.025,0.763,NA,NA,NA,NA,NA,NA,NA,19.5,NA,2.6,1.5,4.1,0.166,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/ohio/2001.html","http://www.sports-reference.com/cbb/conferences/mac/2001.html","http://www.basketball-reference.com/players/h/huntebr01.html",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
