"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg3_per_g","fg3a_per_g","fg2_per_g","fg2a_per_g","efg_pct","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","mp","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","games","player_stats$link[i]","Year"
"Tomislav Zubcic",22.3998858447489,"Forward","2010-11",24.7,3.1,7,0.8,2.3,2.3,4.7,0.5,2,2.6,1.7,3.4,5.1,0.9,0.6,0.1,1.8,2.2,9,247,4.5,10.2,1.2,3.4,3.4,6.9,2.9,3.8,2.5,5,7.4,1.3,0.9,0.1,2.6,3.2,13.1,10,"http://www.basketball-reference.com/players/z/zubcito01.html",2011
"Tomislav Zubcic",22.3998858447489,"Forward","2011-12",20.3,1.8,5.5,0.8,2.8,1,2.7,0.409,0.7,1.2,1.7,2.8,4.5,2,0.3,0.2,1.8,2.8,5.2,122,3.2,9.7,1.5,5,1.8,4.7,1.2,2.1,3,5,8,3.5,0.6,0.3,3.2,5,9.1,6,"http://www.basketball-reference.com/players/z/zubcito01.html",2012
"Tomislav Zubcic",22.3998858447489,"Forward","2012-13",23.5,3.3,7.3,0.5,2.3,2.8,5,0.483,2.8,3.3,1.8,2,3.8,2,1,0,0.8,2.3,9.8,94,5,11.1,0.8,3.4,4.2,7.7,4.2,5,2.7,3.1,5.7,3.1,1.5,0,1.1,3.4,14.9,4,"http://www.basketball-reference.com/players/z/zubcito01.html",2013
"Tomislav Zubcic",22.3998858447489,"Forward","2013-14",21.1,2.7,6.6,1.1,3.3,1.6,3.3,0.49,1.2,1.6,1.3,2.8,4.1,1.3,0.5,0.2,1.1,2.1,7.6,338,4.6,11.2,1.8,5.5,2.8,5.6,2,2.8,2.2,4.8,7,2.1,0.9,0.3,1.9,3.6,13,16,"http://www.basketball-reference.com/players/z/zubcito01.html",2014
"Tomislav Zubcic",22.3998858447489,"Forward","2014-15",18.8,2.7,6.3,1.4,3.8,1.3,2.5,0.539,1.1,1.3,1.4,2.2,3.6,0.9,0.7,0.2,0.9,2.1,7.9,339,5.2,12.1,2.7,7.3,2.5,4.8,2,2.5,2.7,4.2,6.9,1.7,1.3,0.3,1.8,4,15.1,18,"http://www.basketball-reference.com/players/z/zubcito01.html",2015
"Tomislav Zubcic",22.3998858447489,"Forward","2015-16",22,3.5,7.5,1,4.5,2.5,3,0.533,1.5,2,1,4.5,5.5,0.5,1,0,1.5,3,9.5,44,5.7,12.3,1.6,7.4,4.1,4.9,2.5,3.3,1.6,7.4,9,0.8,1.6,0,2.5,4.9,15.5,2,"http://www.basketball-reference.com/players/z/zubcito01.html",2016
"Tomislav Zubcic",22.3998858447489,"Forward","2016-17",22.6,3.4,7.8,1.1,3.5,2.3,4.3,0.508,1.6,2.3,0.6,2.6,3.3,2.5,1.1,0.1,0.9,2.9,9.5,181,5.4,12.3,1.8,5.6,3.6,6.8,2.6,3.6,1,4.2,5.2,4,1.8,0.2,1.4,4.6,15.1,8,"http://www.basketball-reference.com/players/z/zubcito01.html",2017
"Ilkan Karaman",22.0520547945205,"Forward","2012-13",12.7,1.8,3.9,0.3,1.1,1.5,2.7,0.512,0.5,0.9,0.7,1.8,2.5,0.4,0.5,0.5,0.8,1.5,4.4,279,5.2,11,0.9,3.2,4.3,7.7,1.3,2.6,1.9,5,7,1,1.5,1.3,2.2,4.4,12.5,22,"http://www.basketball-reference.com/players/k/karamil01.html",2013
"Enes Kanter",19.0328767123288,"Center","2008-09",7.8,0.8,1.8,0,0,0.8,1.8,0.429,0.5,0.8,0.3,1.3,1.5,0,0.3,0,0.5,0.8,2,31,3.5,8.1,0,0,3.5,8.1,2.3,3.5,1.2,5.8,7,0,1.2,0,2.3,3.5,9.3,4,"http://www.basketball-reference.com/players/k/kanteen01.html",2009
"Jonas Valanciunas",19.0712328767123,"Center","2010-11",15.4,3.1,4.3,0,0,3.1,4.3,0.708,1.5,1.7,1.8,4,5.8,0.2,0.2,0.7,1.4,3.1,7.7,231,7.2,10.1,0,0,7.2,10.1,3.6,4.1,4.2,9.4,13.6,0.5,0.5,1.6,3.3,7.2,17.9,15,"http://www.basketball-reference.com/players/v/valanjo01.html",2011
"Jonas Valanciunas",19.0712328767123,"Center","2011-12",23.3,4,6.3,0,0,4,6.3,0.634,2.8,3.4,2.5,5.1,7.6,0.9,0.3,1.6,1.8,3.2,10.8,373,6.2,9.7,0,0,6.2,9.7,4.2,5.3,3.9,7.9,11.8,1.4,0.5,2.4,2.7,4.9,16.6,16,"http://www.basketball-reference.com/players/v/valanjo01.html",2012
"Jan Vesely",21.1041095890411,"Power Forward","2008-09",19.9,1.8,3.4,0.1,1.1,1.7,2.4,0.526,1.2,2.3,1.6,1.7,3.4,0.4,0.5,0.3,0.9,3.4,4.8,338,3.2,6.2,0.1,1.9,3.1,4.3,2.2,4.2,3,3.1,6.1,0.7,0.9,0.5,1.7,6.1,8.7,17,"http://www.basketball-reference.com/players/v/veselja01.html",2009
"Jan Vesely",21.1041095890411,"Power Forward","2009-10",24.8,3,5.5,0.5,1.4,2.5,4.1,0.6,1.8,2.9,1.5,3.4,4.9,1.4,0.7,0.5,1.4,4.2,8.4,546,4.4,7.9,0.8,2,3.6,5.9,2.6,4.2,2.2,4.9,7.1,2,1.1,0.7,2,6.1,12.1,22,"http://www.basketball-reference.com/players/v/veselja01.html",2010
"Jan Vesely",21.1041095890411,"Power Forward","2010-11",27,3.9,7.3,0.7,1.9,3.3,5.5,0.582,1.6,3.6,1.8,1.8,3.6,1.1,1.3,0.9,1.6,3,10.1,405,5.2,9.8,0.9,2.5,4.4,7.3,2.1,4.8,2.4,2.4,4.8,1.4,1.7,1.2,2.1,4,13.5,15,"http://www.basketball-reference.com/players/v/veselja01.html",2011
"Jan Vesely",21.1041095890411,"Power Forward","2014-15",21.9,4.7,7.4,0,0,4.7,7.4,0.633,1.8,3.7,2.3,3.1,5.4,0.8,0.8,1,1,3.2,11.2,634,7.7,12.2,0,0.1,7.7,12.2,3,6.1,3.8,5.1,8.9,1.3,1.3,1.6,1.6,5.3,18.5,29,"http://www.basketball-reference.com/players/v/veselja01.html",2015
"Jan Vesely",21.1041095890411,"Power Forward","2015-16",27.4,5,8,0.1,0.1,4.9,7.9,0.63,1.9,4.1,2.5,4.3,6.8,1.6,0.8,1,1.7,3.2,12,631,6.6,10.5,0.1,0.2,6.4,10.3,2.5,5.4,3.3,5.6,8.9,2.1,1.1,1.3,2.3,4.2,15.7,23,"http://www.basketball-reference.com/players/v/veselja01.html",2016
"Jan Vesely",21.1041095890411,"Power Forward","2016-17",23.6,4.1,6.9,0,0.1,4.1,6.8,0.59,2.2,3.9,1.6,2.9,4.5,1.4,1.2,0.4,1.6,3,10.4,590,6.2,10.6,0,0.2,6.2,10.4,3.4,6,2.4,4.5,6.8,2.2,1.8,0.7,2.4,4.6,15.8,25,"http://www.basketball-reference.com/players/v/veselja01.html",2017
"Bismack Biyombo",18.241095890411,"Center","2010-11",17.1,2.3,4.1,0,0,2.3,4.1,0.552,1.9,3.4,1.9,3.1,5.1,0.3,0.4,2.3,1.7,2,6.4,239,4.8,8.7,0,0,4.8,8.7,3.9,7.1,4.1,6.6,10.7,0.6,0.8,4.8,3.6,4.2,13.6,14,"http://www.basketball-reference.com/players/b/biyombi01.html",2011
"Donatas Motiejunas",20.3041095890411,"Power Forward","2007-08",7,0.3,1.7,0,0.7,0.3,1,0.2,0.7,0.7,1.3,1.3,2.7,0,0,0,1,1,1.3,21,1.7,8.6,0,3.4,1.7,5.1,3.4,3.4,6.9,6.9,13.7,0,0,0,5.1,5.1,6.9,3,"http://www.basketball-reference.com/players/m/motiedo01.html",2008
"Donatas Motiejunas",20.3041095890411,"Power Forward","2009-10",19.9,3.3,6.1,0.3,0.8,2.9,5.3,0.562,2,3.1,1.9,2.3,4.2,0.6,1.3,0.2,1.8,2.7,8.8,795,5.9,11,0.6,1.4,5.3,9.6,3.5,5.5,3.4,4.1,7.5,1,2.3,0.3,3.2,4.9,15.9,40,"http://www.basketball-reference.com/players/m/motiedo01.html",2010
"Donatas Motiejunas",20.3041095890411,"Power Forward","2010-11",26.3,4.3,8.7,0.5,1.5,3.9,7.3,0.526,3.1,4.6,1.9,2.9,4.8,1,1.1,0.5,2.1,2.7,12.3,1210,6,11.9,0.7,2,5.3,9.9,4.3,6.2,2.6,4,6.6,1.3,1.5,0.7,2.8,3.7,16.8,46,"http://www.basketball-reference.com/players/m/motiedo01.html",2011
"Donatas Motiejunas",20.3041095890411,"Power Forward","2011-12",31.3,4.8,11,1.4,4.6,3.4,6.4,0.5,1.5,3.3,1.5,6.4,7.9,0.9,0.6,0.8,2.3,3,12.5,313,5.5,12.7,1.6,5.3,3.9,7.4,1.7,3.8,1.7,7.4,9.1,1,0.7,0.9,2.6,3.5,14.4,10,"http://www.basketball-reference.com/players/m/motiedo01.html",2012
"Nikola Mirotic",20.3012557077626,"Power Forward","2008-09",3,0.3,1,0,0.3,0.3,0.7,0.333,0,0,0,0,0,0,0,0,0.3,0.3,0.7,9,4,12,0,4,4,8,0,0,0,0,0,0,0,0,4,4,8,3,"http://www.basketball-reference.com/players/m/mirotni01.html",2009
"Nikola Mirotic",20.3012557077626,"Power Forward","2010-11",16.3,2.8,5.3,0.6,1.6,2.1,3.8,0.577,1.3,1.6,1.2,2.4,3.6,0.6,0.6,0.4,0.9,1.4,7.5,800,6.1,11.7,1.4,3.5,4.7,8.3,3,3.4,2.7,5.3,7.9,1.3,1.3,0.9,1.9,3.1,16.5,49,"http://www.basketball-reference.com/players/m/mirotni01.html",2011
"Nikola Mirotic",20.3012557077626,"Power Forward","2011-12",21.1,3.4,6.9,1,2.4,2.4,4.4,0.56,2.4,3,1.2,3.3,4.5,0.8,0.7,0.5,1,1.7,10.1,1057,5.7,11.7,1.6,4.1,4.1,7.6,4.1,5.2,2,5.7,7.6,1.4,1.2,0.8,1.7,2.9,17.2,50,"http://www.basketball-reference.com/players/m/mirotni01.html",2012
"Nikola Mirotic",20.3012557077626,"Power Forward","2012-13",24.1,4,8.2,1.1,2.8,3,5.4,0.556,2.9,3.5,1.7,3.6,5.4,0.9,0.8,0.8,1.4,1.9,12,1494,6,12.3,1.6,4.1,4.4,8.1,4.4,5.3,2.6,5.4,8,1.4,1.2,1.2,2.1,2.9,18,62,"http://www.basketball-reference.com/players/m/mirotni01.html",2013
"Nikola Mirotic",20.3012557077626,"Power Forward","2013-14",23.6,4.1,8,1.1,2.6,3,5.3,0.581,3.2,4,1.5,3.6,5.1,1.2,1.1,0.6,1,1.8,12.4,1508,6.2,12.2,1.6,4,4.6,8.1,4.9,6.1,2.2,5.5,7.7,1.8,1.6,1,1.6,2.8,19,64,"http://www.basketball-reference.com/players/m/mirotni01.html",2014
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2007-08",2.3,0,0,0,0,0,0,NA,0,0,0,0,0,0.3,0,0,0,0.3,0,7,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,5.1,0,3,"http://www.basketball-reference.com/players/b/bogdabo02.html",2008
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2008-09",6.8,0.2,1.4,0.2,1.4,0,0,0.214,0.8,0.8,0.4,0.2,0.6,0,0.4,0,0.6,1.6,1.4,34,1.1,7.4,1.1,7.4,0,0,4.2,4.2,2.1,1.1,3.2,0,2.1,0,3.2,8.5,7.4,5,"http://www.basketball-reference.com/players/b/bogdabo02.html",2009
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2009-10",23.3,2.9,6.7,1.6,4.1,1.3,2.6,0.554,0.7,1.5,0.9,2,2.9,0.5,0.7,0.1,1.2,1.8,8.1,350,4.5,10.4,2.5,6.4,2.1,4,1,2.4,1.3,3.1,4.4,0.8,1.1,0.2,1.9,2.8,12.5,15,"http://www.basketball-reference.com/players/b/bogdabo02.html",2010
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2010-11",35.5,6.2,15.1,1.7,5.5,4.5,9.6,0.467,3.9,5.1,1.5,2,3.5,1.8,1.7,0.2,3.3,2.1,18,355,6.3,15.3,1.7,5.6,4.6,9.7,4,5.2,1.5,2,3.5,1.8,1.7,0.2,3.3,2.1,18.3,10,"http://www.basketball-reference.com/players/b/bogdabo02.html",2011
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2011-12",24.3,3.9,8.4,1.4,3.5,2.4,4.9,0.549,3.8,4.7,0.2,2,2.2,0.7,0.4,0.2,1.3,1.9,13,389,5.7,12.4,2.1,5.2,3.6,7.2,5.6,6.9,0.3,3,3.2,1,0.6,0.3,1.9,2.8,19.2,16,"http://www.basketball-reference.com/players/b/bogdabo02.html",2012
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2012-13",28.2,5.3,10.8,1.6,4,3.7,6.8,0.564,3.7,4.4,0.6,1.5,2.1,1.2,0.6,0.5,1,1.9,15.9,592,6.8,13.8,2.1,5.1,4.7,8.7,4.7,5.7,0.8,1.9,2.7,1.5,0.7,0.7,1.3,2.4,20.3,21,"http://www.basketball-reference.com/players/b/bogdabo02.html",2013
"Bojan Bogdanovic",22.1205479452055,"Small Forward","2013-14",30.6,5.4,11.6,1.2,3.9,4.3,7.7,0.518,2.8,3.4,0.5,1.9,2.4,1.9,0.5,0.4,1.9,1.8,14.8,734,6.4,13.6,1.4,4.6,5,9,3.3,4,0.5,2.3,2.8,2.2,0.6,0.5,2.2,2.1,17.4,24,"http://www.basketball-reference.com/players/b/bogdabo02.html",2014
"Davis Bertans",18.4494292237443,"Power Forward","2011-12",15.6,1.1,3.9,0.5,2.3,0.6,1.6,0.346,0.3,0.3,0.3,1.9,2.2,0.5,0.1,0.1,0.6,2,3,156,2.5,9,1.2,5.3,1.4,3.7,0.7,0.7,0.7,4.4,5.1,1.2,0.2,0.2,1.4,4.6,6.9,10,"http://www.basketball-reference.com/players/b/bertada01.html",2012
"Davis Bertans",18.4494292237443,"Power Forward","2012-13",20,2,5.2,1.6,3.4,0.4,1.8,0.538,1,1.6,0.5,1.8,2.3,0.7,1.1,0.2,1.2,3,6.6,200,3.6,9.4,2.9,6.1,0.7,3.2,1.8,2.9,0.9,3.2,4.1,1.3,2,0.4,2.2,5.4,11.9,10,"http://www.basketball-reference.com/players/b/bertada01.html",2013
"Davis Bertans",18.4494292237443,"Power Forward","2013-14",22,5,11.5,2.5,5.8,2.5,5.8,0.543,0,0,0.8,3,3.8,1.3,0.8,0.5,1.3,3.8,12.5,88,8.2,18.8,4.1,9.4,4.1,9.4,0,0,1.2,4.9,6.1,2,1.2,0.8,2,6.1,20.5,4,"http://www.basketball-reference.com/players/b/bertada01.html",2014
"Davis Bertans",18.4494292237443,"Power Forward","2014-15",22,3.8,9.1,2.4,6.2,1.4,2.9,0.553,1.2,1.3,0.4,2.4,2.8,0.8,0.5,0.5,0.9,2.8,11.2,1033,6.3,14.9,3.9,10.2,2.3,4.7,1.9,2.2,0.7,3.9,4.6,1.4,0.9,0.8,1.5,4.5,18.4,47,"http://www.basketball-reference.com/players/b/bertada01.html",2015
"Davis Bertans",18.4494292237443,"Power Forward","2015-16",22.7,2.7,5.8,2,4.3,0.7,1.5,0.634,1.2,1.4,0.6,2.1,2.7,1.1,0.5,0.6,1,3.1,8.6,682,4.3,9.2,3.2,6.9,1.1,2.4,2,2.2,1,3.3,4.2,1.7,0.7,0.9,1.5,5,13.7,30,"http://www.basketball-reference.com/players/b/bertada01.html",2016
"Andrew Goudelock",22.5179223744292,"Shooting Guard and Point Guard","2013-14",27.8,6.8,15,2.3,5.7,4.5,9.3,0.531,2.9,3.3,0.3,1.8,2,3.1,0.8,0.1,1.8,2,18.8,667,8.8,19.4,3,7.4,5.8,12,3.7,4.3,0.3,2.3,2.6,4,1,0.1,2.3,2.6,24.3,24,"http://www.basketball-reference.com/players/g/goudean01.html",2014
"Andrew Goudelock",22.5179223744292,"Shooting Guard and Point Guard","2014-15",29.8,6.7,13,2.4,5.3,4.2,7.7,0.604,1.2,1.7,0.3,1.9,2.2,2.1,0.7,0.1,1.5,1.8,17,865,8,15.7,3,6.4,5.1,9.3,1.5,2,0.4,2.2,2.7,2.5,0.8,0.1,1.8,2.1,20.5,29,"http://www.basketball-reference.com/players/g/goudean01.html",2015
"Andrew Goudelock",22.5179223744292,"Shooting Guard and Point Guard","2016-17",28.7,6.4,12.5,2.5,5.4,3.9,7.2,0.606,2.1,2.3,0.2,2.5,2.7,2.9,0.3,0,1.7,1.6,17.3,573,8,15.7,3.1,6.7,4.9,9,2.6,2.9,0.3,3.1,3.3,3.6,0.3,0,2.1,1.9,21.7,20,"http://www.basketball-reference.com/players/g/goudean01.html",2017
"Milan Macvan",21.4603881278539,"Forward/Center","2007-08",7,1,3,0,1,1,2,0.333,2,2,0,1,1,0,0,0,0,0,4,7,5.1,15.4,0,5.1,5.1,10.3,10.3,10.3,0,5.1,5.1,0,0,0,0,0,20.6,1,"http://www.basketball-reference.com/players/m/macvami01.html",2008
"Milan Macvan",21.4603881278539,"Forward/Center","2008-09",24,4.1,7.9,0.7,2.1,3.4,5.7,0.573,2.3,2.8,1.2,3,4.2,1,0.5,0.1,1.2,1.6,11.3,336,6.2,11.8,1.1,3.2,5.1,8.6,3.4,4.2,1.8,4.5,6.3,1.5,0.7,0.2,1.8,2.5,16.9,14,"http://www.basketball-reference.com/players/m/macvami01.html",2009
"Milan Macvan",21.4603881278539,"Forward/Center","2009-10",22.7,3.2,6.7,0.5,2,2.7,4.7,0.513,2.7,3.3,1,2.7,3.7,1.2,0.5,0.3,0.8,1.8,9.5,136,5,10.6,0.8,3.2,4.2,7.4,4.2,5.3,1.6,4.2,5.8,1.9,0.8,0.5,1.3,2.9,15.1,6,"http://www.basketball-reference.com/players/m/macvami01.html",2010
"Milan Macvan",21.4603881278539,"Forward/Center","2010-11",17.3,2.6,5.4,0.2,1,2.4,4.4,0.516,1.9,2.4,0.9,2.6,3.5,1.4,0.2,0.2,1.2,1.2,7.5,294,5.5,11.1,0.5,2.1,5,9.1,4,5,1.8,5.5,7.3,2.9,0.5,0.5,2.4,2.4,15.6,17,"http://www.basketball-reference.com/players/m/macvami01.html",2011
"Milan Macvan",21.4603881278539,"Forward/Center","2011-12",31.6,5.8,10.4,1.2,3.2,4.6,7.2,0.615,2.5,3,2.3,5.9,8.2,2.2,1,0.1,1.4,2.8,15.3,316,6.6,11.8,1.4,3.6,5.2,8.2,2.8,3.4,2.6,6.7,9.3,2.5,1.1,0.1,1.6,3.2,17.4,10,"http://www.basketball-reference.com/players/m/macvami01.html",2012
"Milan Macvan",21.4603881278539,"Forward/Center","2012-13",22.8,2.7,6.4,0.8,2.3,1.8,4.1,0.481,1.5,1.9,0.8,2.3,3.2,1.1,0.9,0.3,0.9,1.6,7.7,274,4.2,10.1,1.3,3.7,2.9,6.4,2.4,3,1.3,3.7,5,1.7,1.4,0.5,1.4,2.5,12.1,12,"http://www.basketball-reference.com/players/m/macvami01.html",2013
"Milan Macvan",21.4603881278539,"Forward/Center","2013-14",19.5,2.3,4.8,0.5,1.5,1.8,3.3,0.528,1.7,2.2,1.8,2.7,4.5,1,0.3,0.3,0.7,1.5,6.8,507,4.3,8.9,0.9,2.8,3.3,6.1,3.1,4.1,3.3,5,8.4,1.9,0.5,0.5,1.2,2.8,12.6,26,"http://www.basketball-reference.com/players/m/macvami01.html",2014
"Milan Macvan",21.4603881278539,"Forward/Center","2014-15",28.7,7,11.5,0.8,2.5,6.2,9,0.645,3.2,3.3,2.7,6,8.7,3.8,0.2,0.7,1.7,2,18,172,8.8,14.4,1,3.1,7.7,11.3,4,4.2,3.3,7.5,10.9,4.8,0.2,0.8,2.1,2.5,22.6,6,"http://www.basketball-reference.com/players/m/macvami01.html",2015
"Milan Macvan",21.4603881278539,"Forward/Center","2015-16",23.4,3.7,7.6,0.7,2.1,3,5.5,0.53,2.1,2.6,2,2.7,4.7,1.6,0.8,0,1.2,1.9,10.1,959,5.7,11.7,1.1,3.3,4.6,8.4,3.2,4.1,3,4.1,7.2,2.4,1.2,0.1,1.9,2.9,15.6,41,"http://www.basketball-reference.com/players/m/macvami01.html",2016
"Milan Macvan",21.4603881278539,"Forward/Center","2016-17",22.5,3.8,7.2,0.9,2.1,2.9,5.1,0.585,1.3,1.8,1.8,3,4.8,1.4,0.4,0,1.2,1.7,9.7,923,6,11.5,1.4,3.4,4.7,8.2,2.1,2.8,2.8,4.9,7.7,2.2,0.7,0,1.9,2.7,15.5,41,"http://www.basketball-reference.com/players/m/macvami01.html",2017
"Adam Hanga",22.1369863013699,"Guard","2011-12",21.4,2.7,6.9,0.6,2.4,2.1,4.5,0.444,1.7,2.6,0.5,2.4,2.9,1.9,1.4,0.7,1.9,2.4,7.8,728,4.6,11.6,1.1,4.1,3.5,7.5,2.9,4.3,0.9,4,4.8,3.2,2.4,1.2,3.2,4.1,13.2,34,"http://www.basketball-reference.com/players/h/hangaad01.html",2012
"Adam Hanga",22.1369863013699,"Guard","2012-13",26,3.7,8.8,1.3,3.6,2.4,5.2,0.491,3,4.3,1.1,3.5,4.5,2.3,1.3,0.8,2,2.4,11.7,833,5.1,12.2,1.8,5,3.3,7.2,4.2,6,1.5,4.8,6.3,3.2,1.8,1.1,2.8,3.4,16.2,32,"http://www.basketball-reference.com/players/h/hangaad01.html",2013
"Adam Hanga",22.1369863013699,"Guard","2013-14",17.3,2.3,4.5,0.6,1.8,1.7,2.7,0.565,0.8,1.5,0.6,1.6,2.3,1.1,0.9,0.6,1.1,2.2,5.9,674,4.7,9.4,1.2,3.8,3.5,5.6,1.6,3.1,1.3,3.4,4.8,2.3,1.9,1.2,2.2,4.5,12.2,39,"http://www.basketball-reference.com/players/h/hangaad01.html",2014
"Adam Hanga",22.1369863013699,"Guard","2014-15",28,3.9,10,1,3.8,2.9,6.2,0.444,1.4,1.9,1.1,3.1,4.2,2.6,1.9,0.8,1.8,2.3,10.2,868,5.1,12.9,1.3,4.9,3.8,8,1.7,2.4,1.5,3.9,5.4,3.4,2.4,1,2.3,3,13.1,31,"http://www.basketball-reference.com/players/h/hangaad01.html",2015
"Adam Hanga",22.1369863013699,"Guard","2015-16",27,3.2,6.3,0.7,2.3,2.5,4,0.551,1.7,2.4,0.9,3.6,4.5,1.6,1.5,1,1.4,2.3,8.7,1619,4.2,8.4,0.9,3.1,3.3,5.3,2.3,3.2,1.2,4.8,6,2.2,2,1.3,1.8,3,11.6,60,"http://www.basketball-reference.com/players/h/hangaad01.html",2016
"Adam Hanga",22.1369863013699,"Guard","2016-17",28.6,4,8.7,1.2,3.6,2.9,5.1,0.534,2,2.7,0.9,3.6,4.5,2.3,1.3,0.7,1.5,2.2,11.2,1343,5.1,10.9,1.5,4.5,3.6,6.4,2.5,3.4,1.1,4.6,5.7,2.9,1.6,0.9,1.8,2.8,14.2,47,"http://www.basketball-reference.com/players/h/hangaad01.html",2017
"Kevin Seraphin",20.5179223744292,"Power Forward and Center","2007-08",7,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,1,"http://www.basketball-reference.com/players/s/serapke01.html",2008
"Kevin Seraphin",20.5179223744292,"Power Forward and Center","2008-09",9.3,1.3,2.5,0,0,1.3,2.5,0.532,0.4,0.6,1.1,1.3,2.4,0.2,0.1,0.4,0.7,1.5,3,176,5.1,9.6,0,0,5.1,9.6,1.4,2.3,4.3,5.1,9.4,0.6,0.4,1.4,2.7,5.7,11.7,19,"http://www.basketball-reference.com/players/s/serapke01.html",2009
"Kevin Seraphin",20.5179223744292,"Power Forward and Center","2009-10",16.4,2.7,5.2,0,0,2.7,5.2,0.525,0.8,1.4,2,2.6,4.6,0.5,0.2,0.9,1.1,2,6.3,574,6,11.5,0,0,6,11.5,1.8,3.1,4.3,5.7,10,1.1,0.4,2,2.4,4.4,13.8,35,"http://www.basketball-reference.com/players/s/serapke01.html",2010
"Kevin Seraphin",20.5179223744292,"Power Forward and Center","2011-12",18.7,3.6,6.1,0,0,3.6,6.1,0.587,1,1.4,1.5,2.1,3.6,0.4,0.3,1.1,1.4,2.8,8.2,318,6.9,11.8,0,0,6.9,11.8,1.9,2.7,2.9,4.1,7,0.8,0.6,2.2,2.7,5.3,15.7,17,"http://www.basketball-reference.com/players/s/serapke01.html",2012
"Tibor Pleiss",20.4219178082192,"Center","2007-08",3.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,5.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,10.3,0,2,"http://www.basketball-reference.com/players/p/pleisti01.html",2008
"Tibor Pleiss",20.4219178082192,"Center","2009-10",17.7,3.1,5.9,0,0,3.1,5.9,0.521,2.1,2.8,1.8,3.9,5.7,0.2,0.3,0.8,1,2.5,8.3,212,6.3,12.1,0,0,6.3,12.1,4.2,5.6,3.6,8,11.5,0.3,0.7,1.7,2,5.1,16.8,12,"http://www.basketball-reference.com/players/p/pleisti01.html",2010
"Tibor Pleiss",20.4219178082192,"Center","2010-11",19.1,2.4,5.8,0.4,0.9,2,4.9,0.448,1.5,1.9,1,5.3,6.3,0.9,0.1,1.5,1.2,3.5,6.7,191,4.5,10.9,0.8,1.7,3.8,9.2,2.8,3.6,1.9,10,11.9,1.7,0.2,2.8,2.3,6.6,12.6,10,"http://www.basketball-reference.com/players/p/pleisti01.html",2011
"Tibor Pleiss",20.4219178082192,"Center","2011-12",18.6,2.5,5,0,0.1,2.5,4.9,0.5,1.5,2.2,2.2,3.2,5.4,0.4,0,0.8,0.8,2.7,6.5,186,4.8,9.7,0,0.2,4.8,9.5,2.9,4.3,4.3,6.2,10.5,0.8,0,1.5,1.5,5.2,12.6,10,"http://www.basketball-reference.com/players/p/pleisti01.html",2012
"Tibor Pleiss",20.4219178082192,"Center","2012-13",15.4,2.3,4,0,0.1,2.3,3.9,0.589,1,1.3,1.8,2.8,4.6,0.3,0.3,0.7,1,2.4,5.7,863,5.5,9.3,0.1,0.3,5.4,9.1,2.4,3,4.1,6.5,10.6,0.6,0.6,1.6,2.3,5.6,13.4,56,"http://www.basketball-reference.com/players/p/pleisti01.html",2013
"Tibor Pleiss",20.4219178082192,"Center","2013-14",21.7,4.8,8.3,0,0,4.8,8.3,0.583,2.9,3.5,2.1,4.1,6.1,0.5,0.8,1.1,1.8,2.8,12.5,1217,8,13.7,0,0,8,13.7,4.8,5.8,3.4,6.7,10.1,0.9,1.4,1.8,3,4.7,20.7,56,"http://www.basketball-reference.com/players/p/pleisti01.html",2014
"Tibor Pleiss",20.4219178082192,"Center","2014-15",13.8,2.3,3.7,0,0.1,2.3,3.6,0.628,1.2,1.4,1.2,2.9,4.1,0.3,0.3,0.6,0.9,2.1,5.9,800,6,9.7,0.1,0.2,5.9,9.5,3.2,3.7,3.1,7.5,10.6,0.8,0.7,1.5,2.4,5.6,15.3,58,"http://www.basketball-reference.com/players/p/pleisti01.html",2015
"Tibor Pleiss",20.4219178082192,"Center","2016-17",17,3.1,5.6,0.1,0.2,3,5.4,0.567,1.4,1.9,1.8,3.1,4.8,0.5,0.1,1.1,0.9,1.9,7.8,408,6.6,11.8,0.2,0.4,6.4,11.4,3,4.1,3.7,6.5,10.2,1.1,0.3,2.4,1.9,4.1,16.4,24,"http://www.basketball-reference.com/players/p/pleisti01.html",2017
