"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg3_per_g","fg3a_per_g","fg2_per_g","fg2a_per_g","efg_pct","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","mp","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","games","player_stats$link[i]","Year"
"Nemanja Bjelica",22.0630136986301,"Power Forward","2008-09",13.9,1.3,3.5,0.7,1.5,0.7,2,0.476,1.5,1.9,0.8,0.9,1.8,0.7,0.1,0.3,2,2.6,4.8,167,3.4,9.1,1.7,3.9,1.7,5.2,3.9,5,2.2,2.4,4.5,1.7,0.2,0.9,5.2,6.7,12.5,12,"http://www.basketball-reference.com/players/b/bjeline01.html",2009
"Nemanja Bjelica",22.0630136986301,"Power Forward","2009-10",23.3,3.1,7.7,0.7,2.8,2.4,4.8,0.446,1.7,2.5,1.9,3.9,5.8,2,1,0.3,1.7,2.2,8.5,280,4.8,11.8,1,4.4,3.7,7.5,2.6,3.9,3,6,9,3.1,1.5,0.4,2.6,3.3,13.1,12,"http://www.basketball-reference.com/players/b/bjeline01.html",2010
"Nemanja Bjelica",22.0630136986301,"Power Forward","2010-11",10.5,1.1,2.3,0.4,1.1,0.7,1.2,0.569,0.3,0.4,0.5,1.4,1.9,0.5,0.3,0,0.5,2.1,2.9,366,3.7,7.9,1.5,3.8,2.3,4,0.9,1.5,1.6,4.9,6.5,1.8,1,0.1,1.6,7.3,9.8,35,"http://www.basketball-reference.com/players/b/bjeline01.html",2011
"Nemanja Bjelica",22.0630136986301,"Power Forward","2011-12",16.3,1.9,4.7,0.7,2.4,1.2,2.4,0.473,0.7,1,0.8,2.4,3.2,0.7,0.7,0.3,0.8,2.2,5.2,703,4.2,10.4,1.5,5.2,2.7,5.2,1.6,2.3,1.7,5.3,7,1.6,1.5,0.6,1.8,4.9,11.5,43,"http://www.basketball-reference.com/players/b/bjeline01.html",2012
"Nemanja Bjelica",22.0630136986301,"Power Forward","2012-13",23.8,3.8,8.2,1.6,4.4,2.2,3.8,0.553,0.9,1.3,1.8,3.6,5.4,1.2,0.9,0.3,1.2,2.9,10,1331,5.7,12.4,2.4,6.6,3.3,5.8,1.4,1.9,2.7,5.5,8.2,1.8,1.3,0.4,1.8,4.4,15.1,56,"http://www.basketball-reference.com/players/b/bjeline01.html",2013
"Nemanja Bjelica",22.0630136986301,"Power Forward","2013-14",25.1,3.8,7.9,1.5,3.7,2.2,4.2,0.571,1.4,1.6,1.3,4.9,6.1,2.2,1,0.4,1.4,2.6,10.4,602,5.4,11.4,2.2,5.3,3.2,6,2,2.3,1.8,7,8.8,3.2,1.5,0.6,2,3.8,15,24,"http://www.basketball-reference.com/players/b/bjeline01.html",2014
"Nemanja Bjelica",22.0630136986301,"Power Forward","2014-15",27.8,4.2,8.5,0.9,2.6,3.3,5.9,0.553,2.7,3.9,1.9,6.6,8.5,1.9,1.3,0.7,1.5,2.3,12.1,805,5.5,11,1.2,3.3,4.3,7.7,3.5,5.1,2.4,8.6,11,2.5,1.7,0.9,1.9,3,15.7,29,"http://www.basketball-reference.com/players/b/bjeline01.html",2015
"Paulao Prestes",22.290296803653,"Center","2007-08",8.6,1.3,2.1,0,0,1.3,2.1,0.6,1.9,2.3,1.3,1.4,2.7,0,0.3,0.6,0.6,1.1,4.4,60,5.4,9,0,0,5.4,9,7.8,9.6,5.4,6,11.4,0,1.2,2.4,2.4,4.8,18.6,7,"http://www.basketball-reference.com/players/p/prestpa01.html",2008
"Paulao Prestes",22.290296803653,"Center","2008-09",23,5,5,0,0,5,5,1,0,0,3,5,8,0,0,0,0,2,10,23,7.8,7.8,0,0,7.8,7.8,0,0,4.7,7.8,12.5,0,0,0,0,3.1,15.7,1,"http://www.basketball-reference.com/players/p/prestpa01.html",2009
"Paulao Prestes",22.290296803653,"Center","2009-10",24.1,4,7,0,0,4,7,0.574,1.2,1.8,3,4.3,7.3,0.5,0.8,0.7,1.4,2.3,9.2,675,6,10.4,0,0,6,10.4,1.8,2.6,4.4,6.5,10.9,0.7,1.1,1,2,3.4,13.8,28,"http://www.basketball-reference.com/players/p/prestpa01.html",2010
"Paulao Prestes",22.290296803653,"Center","2010-11",20.3,2.9,5.9,0,0,2.9,5.9,0.495,1.4,1.7,2.5,2.8,5.3,0.4,0.3,0.5,1.1,2.5,7.3,690,5.2,10.4,0,0,5.2,10.4,2.6,3.1,4.4,5,9.4,0.7,0.5,0.9,2,4.5,12.9,34,"http://www.basketball-reference.com/players/p/prestpa01.html",2011
"Paulao Prestes",22.290296803653,"Center","2012-13",11.3,1.9,4.1,0,0,1.9,4.1,0.448,0.6,1,1.4,2.4,3.9,0.1,0.3,0,1.1,2.3,4.3,79,5.9,13.2,0,0,5.9,13.2,1.8,3.2,4.6,7.7,12.3,0.5,0.9,0,3.6,7.3,13.7,7,"http://www.basketball-reference.com/players/p/prestpa01.html",2013
"Latavious Williams",21.1753424657534,"Forward","2011-12",25,4.1,6.8,0,0,4.1,6.8,0.599,1.4,2.1,2.9,4.2,7.1,0.4,1.3,0.8,1.3,3.1,9.6,850,5.9,9.8,0,0,5.9,9.8,2.1,3,4.2,6.1,10.2,0.6,1.8,1.1,1.9,4.5,13.8,34,"http://www.basketball-reference.com/players/w/willila01.html",2012
"Latavious Williams",21.1753424657534,"Forward","2012-13",21.6,3.9,6.8,0,0.1,3.9,6.7,0.568,1.7,2.3,2.7,3.4,6.1,0.5,0.8,0.3,1.1,2.2,9.4,583,6.4,11.3,0,0.1,6.4,11.2,2.8,3.9,4.5,5.7,10.3,0.9,1.4,0.5,1.9,3.6,15.6,27,"http://www.basketball-reference.com/players/w/willila01.html",2013
"Latavious Williams",21.1753424657534,"Forward","2013-14",28.4,4.8,7.5,0,0.1,4.8,7.4,0.64,1.3,2.6,4.2,3.5,7.7,0.7,0.5,0.4,2.1,1.8,10.9,284,6.1,9.5,0,0.1,6.1,9.4,1.6,3.3,5.3,4.4,9.8,0.9,0.6,0.5,2.7,2.3,13.8,10,"http://www.basketball-reference.com/players/w/willila01.html",2014
"Latavious Williams",21.1753424657534,"Forward","2014-15",18.8,2.9,4.5,0,0,2.9,4.5,0.649,1.3,2.1,2.7,3.1,5.8,0.4,0.6,0.4,0.7,2.1,7.2,619,5.6,8.6,0,0,5.6,8.6,2.6,4.1,5.2,5.9,11.1,0.8,1.2,0.7,1.4,4.1,13.7,33,"http://www.basketball-reference.com/players/w/willila01.html",2015
"Latavious Williams",21.1753424657534,"Forward","2015-16",17.8,3.8,5.4,0,0.1,3.8,5.4,0.694,1.2,1.7,2.1,3.1,5.2,0.4,0.7,0.5,0.8,2.1,8.8,320,7.7,11,0,0.1,7.7,10.9,2.5,3.5,4.3,6.2,10.5,0.8,1.4,1,1.6,4.3,17.8,18,"http://www.basketball-reference.com/players/w/willila01.html",2016
"Latavious Williams",21.1753424657534,"Forward","2016-17",17.4,3,4.9,0,0,3,4.8,0.606,0.9,1.2,2,3,4.9,0.5,0.3,0.5,0.8,2.7,6.8,453,6.1,10.1,0,0.1,6.1,10,1.8,2.5,4.1,6.1,10.2,1.1,0.6,1,1.7,5.6,14.1,26,"http://www.basketball-reference.com/players/w/willila01.html",2017
"Ryan Richards",19.1041095890411,"Forward/Center","2012-13",12.2,1.6,2.4,0,0,1.6,2.4,0.667,1.2,1.6,0.8,1.8,2.6,0.2,0,0.6,1,1.8,4.4,61,4.7,7.1,0,0,4.7,7.1,3.5,4.7,2.4,5.3,7.7,0.6,0,1.8,3,5.3,13,5,"http://www.basketball-reference.com/players/r/richary01.html",2013
"Ryan Richards",19.1041095890411,"Forward/Center","2013-14",24.8,3.4,9.2,1.2,4.1,2.2,5.1,0.431,1.6,2.8,1.5,3.4,4.9,0.6,0.4,0.2,1.6,2.7,9.5,472,4.9,13.3,1.7,5.9,3.2,7.3,2.4,4,2.2,5,7.2,0.9,0.6,0.3,2.4,3.9,13.8,19,"http://www.basketball-reference.com/players/r/richary01.html",2014
"Pape Sy",22.1561643835616,"Small Forward","2007-08",4,0.4,1.2,0.2,0.2,0.2,1,0.417,0.2,0.4,0.4,0.2,0.6,0.2,0,0,0.2,0,1.2,20,3.6,10.8,1.8,1.8,1.8,9,1.8,3.6,3.6,1.8,5.4,1.8,0,0,1.8,0,10.8,5,"http://www.basketball-reference.com/players/s/sypa01.html",2008
"Pape Sy",22.1561643835616,"Small Forward","2008-09",2,0,0,0,0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,"http://www.basketball-reference.com/players/s/sypa01.html",2009
"Pape Sy",22.1561643835616,"Small Forward","2009-10",14.2,1.6,3.1,0.4,1,1.2,2.1,0.57,1.6,2.3,0.3,1.4,1.7,1.3,0.6,0.1,1.2,1.9,5.2,425,4,7.9,1,2.5,3,5.4,4.2,5.8,0.8,3.5,4.3,3.4,1.6,0.2,3,4.7,13.1,30,"http://www.basketball-reference.com/players/s/sypa01.html",2010
"Pape Sy",22.1561643835616,"Small Forward","2011-12",18.2,2.6,6.3,1,2.7,1.6,3.6,0.488,2.5,3.4,0.5,2.2,2.7,1,0.5,0.1,1.3,1.6,8.6,582,5.1,12.4,1.9,5.3,3.2,7.1,4.9,6.7,1,4.3,5.3,2,1.1,0.2,2.5,3.1,16.9,32,"http://www.basketball-reference.com/players/s/sypa01.html",2012
"Pape Sy",22.1561643835616,"Small Forward","2012-13",25.4,2.9,6.1,0.7,2.2,2.2,3.9,0.526,3.2,4.4,0.7,2.8,3.5,1.1,0.5,0.3,1.6,2.5,9.6,814,4.1,8.6,0.9,3.1,3.1,5.5,4.6,6.2,1,4,5,1.5,0.8,0.4,2.3,3.5,13.6,32,"http://www.basketball-reference.com/players/s/sypa01.html",2013
"Pape Sy",22.1561643835616,"Small Forward","2013-14",21.6,2.7,6.2,0.7,2.2,2.1,4,0.494,1.6,2.1,0.6,1.6,2.2,1.6,0.5,0.2,1.1,1.8,7.7,865,4.5,10.3,1.1,3.7,3.5,6.6,2.7,3.4,1,2.7,3.7,2.7,0.7,0.2,1.7,2.9,12.8,40,"http://www.basketball-reference.com/players/s/sypa01.html",2014
"Pape Sy",22.1561643835616,"Small Forward","2014-15",30.3,4.1,9.1,1.4,4.1,2.7,5,0.537,3.1,4,1.1,3.1,4.2,1.4,0.8,0,1.9,2.1,12.8,1029,4.9,10.8,1.7,4.9,3.2,5.9,3.7,4.8,1.3,3.7,5,1.7,0.9,0,2.3,2.5,15.3,34,"http://www.basketball-reference.com/players/s/sypa01.html",2015
"Pape Sy",22.1561643835616,"Small Forward","2015-16",29.9,4.3,8.1,0.8,2.4,3.5,5.7,0.571,3,3.7,0.6,3.6,4.2,2.3,1.1,0.1,1.4,1.7,12.3,958,5.1,9.7,0.9,2.9,4.2,6.8,3.6,4.4,0.8,4.3,5,2.7,1.4,0.1,1.7,2,14.8,32,"http://www.basketball-reference.com/players/s/sypa01.html",2016
"Pape Sy",22.1561643835616,"Small Forward","2016-17",19.8,1.8,3.6,0.2,0.7,1.6,3,0.526,1.8,2.5,0.4,3.2,3.7,1,0.3,0.2,1,1.9,5.6,416,3.3,6.6,0.3,1.2,2.9,5.4,3.2,4.5,0.8,5.9,6.7,1.8,0.5,0.3,1.7,3.4,10.1,21,"http://www.basketball-reference.com/players/s/sypa01.html",2017
"Ryan Reid",23.413698630137,"Power Forward","2012-13",15.9,2.4,4,0,0,2.4,4,0.606,1.6,2.2,1.6,2.7,4.3,0.4,0.3,0.3,1.2,2.6,6.5,428,5.6,9.2,0,0.1,5.6,9.1,3.6,5,3.7,6.1,9.8,0.8,0.6,0.6,2.8,6,14.7,27,"http://www.basketball-reference.com/players/r/reidry01.html",2013
"Ryan Reid",23.413698630137,"Power Forward","2013-14",20.2,3.2,5.4,0,0,3.2,5.4,0.582,0.8,1.3,1.4,1.9,3.3,0.4,0.7,0.2,1,2.6,7.2,586,5.7,9.7,0,0.1,5.7,9.6,1.5,2.3,2.5,3.4,5.8,0.7,1.3,0.4,1.7,4.6,12.8,29,"http://www.basketball-reference.com/players/r/reidry01.html",2014
"Ryan Reid",23.413698630137,"Power Forward","2014-15",14.9,2.2,4.4,0,0.2,2.2,4.2,0.517,1,1.5,1.3,2.7,4,0.5,0.5,0.2,1.4,2.4,5.5,492,5.4,10.5,0.1,0.4,5.3,10.2,2.5,3.5,3.1,6.6,9.7,1.3,1.2,0.6,3.4,5.8,13.4,33,"http://www.basketball-reference.com/players/r/reidry01.html",2015
"Ricky Rubio",18.3890410958904,"Point Guard","2005-06",7.9,0.7,1.5,0.3,0.4,0.4,1.1,0.567,0.8,1.4,0.5,0.7,1.2,0.9,0.9,0.1,1,1.9,2.5,79,3.2,6.8,1.4,1.8,1.8,5,3.6,6.4,2.3,3.2,5.5,4.1,4.1,0.5,4.6,8.7,11.4,10,"http://www.basketball-reference.com/players/r/rubiori01.html",2006
"Ricky Rubio",18.3890410958904,"Point Guard","2006-07",19.2,1.2,3.3,0.4,1.5,0.9,1.7,0.441,1.5,2.2,1,1.6,2.6,2.4,2.6,0,1.5,2.6,4.4,939,2.3,6.1,0.7,2.9,1.6,3.3,2.8,4.1,1.8,3,4.8,4.6,4.9,0.1,2.8,4.9,8.2,49,"http://www.basketball-reference.com/players/r/rubiori01.html",2007
"Ricky Rubio",18.3890410958904,"Point Guard","2007-08",22.6,2.8,6.6,0.8,2.5,2,4.1,0.473,3.3,4.1,0.9,2.3,3.3,4.2,2.2,0,2.2,2.6,9.6,1129,4.4,10.6,1.2,4,3.2,6.6,5.2,6.5,1.5,3.7,5.2,6.7,3.6,0,3.5,4.1,15.2,50,"http://www.basketball-reference.com/players/r/rubiori01.html",2008
"Ricky Rubio",18.3890410958904,"Point Guard","2008-09",21,2.4,6,0.9,2.1,1.5,3.9,0.469,3,3.7,0.7,1.9,2.6,5.5,2.1,0.1,2.9,2.2,8.6,566,4.1,10.3,1.5,3.6,2.5,6.7,5.1,6.4,1.2,3.2,4.5,9.5,3.6,0.1,5,3.8,14.8,27,"http://www.basketball-reference.com/players/r/rubiori01.html",2009
"Ricky Rubio",18.3890410958904,"Point Guard","2009-10",20.3,1.9,4.8,1,2.6,1,2.3,0.504,1.8,2.2,0.5,2.2,2.7,4.3,1.8,0.1,1.9,1.8,6.7,1135,3.5,8.6,1.7,4.5,1.7,4.1,3.2,3.8,0.9,3.9,4.8,7.6,3.1,0.1,3.5,3.2,11.8,56,"http://www.basketball-reference.com/players/r/rubiori01.html",2010
"Ricky Rubio",18.3890410958904,"Point Guard","2010-11",23.1,1.6,5,0.6,2.3,1.1,2.8,0.381,1.9,2.4,0.7,2.6,3.3,4.1,1.7,0,2,2.3,5.7,1248,2.5,7.8,0.9,3.5,1.6,4.3,2.9,3.7,1.1,4.1,5.2,6.3,2.7,0.1,3.1,3.6,8.9,54,"http://www.basketball-reference.com/players/r/rubiori01.html",2011
"Brandon Jennings",19.3123287671233,"Point Guard","2008-09",18,2.3,6.2,0.5,2.3,1.8,3.9,0.425,1,1.4,0.3,1.3,1.6,2,1.8,0,1.4,2.1,6.3,774,4.7,12.3,1.1,4.6,3.6,7.7,2,2.9,0.7,2.5,3.2,4,3.5,0.1,2.7,4.2,12.5,43,"http://www.basketball-reference.com/players/j/jennibr01.html",2009
"Victor Claver",20.2465753424658,"Small Forward","2006-07",6.6,0.9,2.2,0.2,0.7,0.7,1.5,0.452,0.3,0.7,0.4,0.6,0.9,0.4,0.4,0.2,0.6,0.5,2.3,125,4.9,12.1,1.2,4,3.7,8.1,1.7,4,2,3.2,5.2,2,2,0.9,3.2,2.6,12.7,19,"http://www.basketball-reference.com/players/c/clavevi01.html",2007
"Victor Claver",20.2465753424658,"Small Forward","2007-08",17.7,2.2,4.6,0.7,2,1.5,2.6,0.557,0.8,1.3,0.8,2.2,2.9,0.9,0.7,0.4,1.3,1.8,5.9,849,4.5,9.4,1.4,4,3.1,5.4,1.6,2.5,1.5,4.4,5.9,1.9,1.4,0.7,2.6,3.6,12,48,"http://www.basketball-reference.com/players/c/clavevi01.html",2008
"Victor Claver",20.2465753424658,"Small Forward","2008-09",21.3,2.5,4.8,0.9,2.2,1.7,2.6,0.609,1.3,1.9,0.7,3.4,4.1,0.8,0.9,0.6,1.2,2,7.1,425,4.2,8.1,1.4,3.7,2.8,4.4,2.1,3.2,1.2,5.8,6.9,1.4,1.5,0.9,2,3.3,12,20,"http://www.basketball-reference.com/players/c/clavevi01.html",2009
"Victor Claver",20.2465753424658,"Small Forward","2009-10",25.6,3,6.8,0.9,2.9,2.1,3.9,0.512,1.3,1.9,1,3.9,4.9,1.6,1,0.4,1.8,2.3,8.2,1281,4.2,9.5,1.3,4.1,2.9,5.5,1.8,2.7,1.5,5.4,6.9,2.2,1.3,0.6,2.5,3.2,11.6,50,"http://www.basketball-reference.com/players/c/clavevi01.html",2010
"Victor Claver",20.2465753424658,"Small Forward","2010-11",28.4,3.8,8.2,1.3,3.3,2.5,4.9,0.545,2.3,3.1,1.1,3.6,4.7,1.8,1.4,0.6,2.2,2.2,11.3,1078,4.8,10.4,1.7,4.2,3.2,6.2,2.9,3.9,1.3,4.6,5.9,2.3,1.8,0.7,2.8,2.8,14.3,38,"http://www.basketball-reference.com/players/c/clavevi01.html",2011
"Victor Claver",20.2465753424658,"Small Forward","2011-12",25.8,3,7.2,1.2,3.4,1.8,3.8,0.498,1.5,2.5,1.2,2.4,3.6,1.3,1.2,0.4,1.9,2.6,8.7,956,4.1,10,1.7,4.7,2.5,5.2,2.1,3.5,1.7,3.3,5,1.8,1.7,0.6,2.7,3.7,12.1,37,"http://www.basketball-reference.com/players/c/clavevi01.html",2012
"Victor Claver",20.2465753424658,"Small Forward","2015-16",27,3.5,7,1.1,2.7,2.4,4.3,0.578,1.3,1.6,1.7,4.1,5.9,1.6,0.8,0.5,1,1.7,9.4,838,4.7,9.4,1.5,3.7,3.2,5.7,1.7,2.1,2.3,5.5,7.8,2.1,1.1,0.6,1.4,2.2,12.5,31,"http://www.basketball-reference.com/players/c/clavevi01.html",2016
"Victor Claver",20.2465753424658,"Small Forward","2016-17",20.2,1.7,3.8,0.7,1.9,1,1.9,0.562,0.7,0.9,0.7,3,3.7,1.2,0.8,0.4,1.3,1.8,4.9,868,3.1,6.7,1.3,3.4,1.8,3.3,1.2,1.6,1.2,5.4,6.6,2.1,1.5,0.8,2.2,3.2,8.8,43,"http://www.basketball-reference.com/players/c/clavevi01.html",2017
"Omri Casspi",20.0575342465753,"Small Forward and Power Forward","2005-06",2.7,0,1.3,0,0.3,0,1,0,0.7,1.3,0,0,0,0,0,0,0.7,0.3,0.7,8,0,18,0,4.5,0,13.5,9,18,0,0,0,0,0,0,9,4.5,9,3,"http://www.basketball-reference.com/players/c/casspom01.html",2006
"Omri Casspi",20.0575342465753,"Small Forward and Power Forward","2007-08",11.4,1.8,3.3,0.2,0.7,1.6,2.6,0.576,0.8,1.3,0.7,1.5,2.1,0.6,0.3,0.3,0.6,1.6,4.6,228,5.7,10.4,0.6,2.2,5.1,8.2,2.4,3.9,2.1,4.6,6.6,1.9,0.9,0.8,1.7,4.9,14.4,20,"http://www.basketball-reference.com/players/c/casspom01.html",2008
"Omri Casspi",20.0575342465753,"Small Forward and Power Forward","2008-09",17.5,3.3,6.4,0.6,1.3,2.7,5.2,0.549,1.7,2.2,1.1,2.1,3.1,0.4,0.8,0.2,1.1,2.4,8.8,280,6.7,13.2,1.2,2.6,5.5,10.7,3.5,4.5,2.2,4.2,6.4,0.9,1.7,0.4,2.3,4.9,18,16,"http://www.basketball-reference.com/players/c/casspom01.html",2009
"Rodrigue Beaubois",21.2656392694064,"Point Guard","2006-07",3.5,0,0.5,0,0.3,0,0.3,0,0,0,0,0.5,0.5,0.3,0.3,0,0.3,0.8,0,14,0,5.1,0,2.6,0,2.6,0,0,0,5.1,5.1,2.6,2.6,0,2.6,7.7,0,4,"http://www.basketball-reference.com/players/b/beaubro01.html",2007
"Rodrigue Beaubois",21.2656392694064,"Point Guard","2007-08",15.1,1.9,4.1,0.9,2,1,2.1,0.597,0.3,0.3,0.5,1.3,1.8,1.5,0.8,0.5,1.2,2.3,5.1,286,4.7,9.7,2.3,4.8,2.4,4.9,0.6,0.8,1.3,3.1,4.4,3.5,1.9,1.1,2.8,5.4,12.2,19,"http://www.basketball-reference.com/players/b/beaubro01.html",2008
"Rodrigue Beaubois",21.2656392694064,"Point Guard","2008-09",22.3,4,8.4,1.3,4.2,2.6,4.1,0.553,0.7,1.2,0.4,2.1,2.5,2.3,1.1,0.4,1.9,2.9,10,647,6.4,13.5,2.2,6.8,4.2,6.7,1.2,2,0.6,3.4,4.1,3.8,1.8,0.7,3.1,4.6,16.1,29,"http://www.basketball-reference.com/players/b/beaubro01.html",2009
"Rodrigue Beaubois",21.2656392694064,"Point Guard","2014-15",26.6,5.4,11.2,1.6,4.5,3.8,6.7,0.553,2.3,2.6,0.5,2.4,2.8,2.9,1.3,0.1,1.5,2.6,14.7,744,7.3,15.1,2.1,6.1,5.2,9,3.1,3.5,0.6,3.2,3.8,4,1.7,0.2,2,3.5,19.9,28,"http://www.basketball-reference.com/players/b/beaubro01.html",2015
"Rodrigue Beaubois",21.2656392694064,"Point Guard","2015-16",25.1,5.3,10.5,2.3,5.1,2.9,5.4,0.618,1.5,1.6,0.4,1.5,1.9,2.1,0.9,0.2,1.7,2.2,14.4,1454,7.6,15,3.4,7.3,4.2,7.7,2.1,2.3,0.5,2.2,2.7,3.1,1.3,0.3,2.4,3.2,20.7,58,"http://www.basketball-reference.com/players/b/beaubro01.html",2016
"Rodrigue Beaubois",21.2656392694064,"Point Guard","2016-17",22.1,4.7,10.3,1.7,5.1,3.1,5.2,0.541,1.3,1.4,0.3,1.5,1.8,1.7,0.3,0.3,1.7,2.6,12.4,882,7.7,16.8,2.7,8.3,5,8.5,2,2.3,0.4,2.4,2.9,2.7,0.5,0.5,2.7,4.2,20.2,40,"http://www.basketball-reference.com/players/b/beaubro01.html",2017
"Christian Eyenga",19.0575342465753,"Small Forward","2008-09",4.5,0.3,1,0,0,0.3,1,0.25,0.3,0.5,0,0,0,0,0,0.3,0,0.5,0.8,18,2,8,0,0,2,8,2,4,0,0,0,0,0,2,0,4,6,4,"http://www.basketball-reference.com/players/e/eyengch01.html",2009
"Christian Eyenga",19.0575342465753,"Small Forward","2009-10",11.6,1.4,3,0.2,0.7,1.2,2.3,0.508,0.6,1.1,0.6,1.2,1.8,0.5,0.3,0.6,0.5,1,3.7,476,4.4,9.3,0.7,2.3,3.7,7,1.9,3.4,1.7,3.7,5.4,1.7,1.1,1.7,1.5,3.3,11.3,41,"http://www.basketball-reference.com/players/e/eyengch01.html",2010
"Christian Eyenga",19.0575342465753,"Small Forward","2011-12",20.2,2.8,6.8,0.8,2.8,2,4,0.471,1.4,2.4,0.6,1.8,2.4,0.2,0.6,0.8,1,1.4,7.8,101,5,12.1,1.4,5,3.6,7.1,2.5,4.3,1.1,3.2,4.3,0.4,1.1,1.4,1.8,2.5,13.9,5,"http://www.basketball-reference.com/players/e/eyengch01.html",2012
"Christian Eyenga",19.0575342465753,"Small Forward","2013-14",26.8,3.9,8.3,0.3,0.9,3.7,7.4,0.489,1.3,2,1.1,3.4,4.4,1.5,0.5,0.9,1.4,2.3,9.4,429,5.3,11.2,0.3,1.2,5,10,1.8,2.7,1.4,4.5,6,2,0.7,1.3,1.8,3.1,12.7,16,"http://www.basketball-reference.com/players/e/eyengch01.html",2014
"Christian Eyenga",19.0575342465753,"Small Forward","2014-15",30.3,5.3,11,0.2,1.2,5.1,9.8,0.487,2,3.3,1.8,4.1,5.9,1.4,0.9,1,2.4,3,12.7,636,6.3,13.1,0.2,1.5,6.1,11.7,2.3,3.9,2.1,4.9,7,1.7,1,1.2,2.8,3.6,15.1,21,"http://www.basketball-reference.com/players/e/eyengch01.html",2015
"Christian Eyenga",19.0575342465753,"Small Forward","2015-16",24.8,4,8.3,0.5,1.7,3.6,6.6,0.518,1.2,1.9,1,2.8,3.8,1.6,0.8,0.9,1.6,2,9.8,1065,5.9,12,0.7,2.5,5.2,9.5,1.8,2.7,1.5,4,5.5,2.3,1.2,1.3,2.3,2.8,14.3,43,"http://www.basketball-reference.com/players/e/eyengch01.html",2016
"Christian Eyenga",19.0575342465753,"Small Forward","2016-17",29.2,4.4,10.4,0.8,2.5,3.6,7.9,0.461,3,4,0.7,3,3.6,1.9,1.1,1,2.4,2.1,12.6,643,5.4,12.8,1,3.1,4.5,9.7,3.8,4.9,0.8,3.6,4.5,2.3,1.4,1.2,2.9,2.6,15.6,22,"http://www.basketball-reference.com/players/e/eyengch01.html",2017
"Sergio Llull",21.4576484018265,"Guard","2005-06",7.5,1,2.1,0.5,1,0.5,1.1,0.609,0.3,0.3,0.2,0.2,0.4,0.5,0.3,0.1,0.7,0.7,2.8,82,4.8,10.1,2.6,4.8,2.2,5.3,1.3,1.3,0.9,0.9,1.8,2.6,1.3,0.4,3.5,3.5,13.6,11,"http://www.basketball-reference.com/players/l/llullse01.html",2006
"Sergio Llull",21.4576484018265,"Guard","2007-08",9.1,0.8,2.1,0.1,0.8,0.7,1.3,0.436,0.9,1.2,0.2,0.7,0.9,1.3,0.4,0.1,0.8,1,2.7,411,3.3,8.2,0.5,3,2.8,5.3,3.4,4.6,0.8,2.7,3.5,5.1,1.6,0.3,3.2,3.9,10.6,45,"http://www.basketball-reference.com/players/l/llullse01.html",2008
"Sergio Llull",21.4576484018265,"Guard","2008-09",21,2.6,5.8,1.1,2.9,1.5,2.9,0.537,1.7,2.1,0.4,1.3,1.7,2.5,1,0.2,1,2.4,8,1069,4.4,10,1.9,5,2.5,5,3,3.5,0.7,2.3,3,4.3,1.7,0.3,1.8,4.1,13.7,51,"http://www.basketball-reference.com/players/l/llullse01.html",2009
"Sergio Llull",21.4576484018265,"Guard","2009-10",22.4,3.7,7,1.6,3.6,2.1,3.4,0.648,1.5,1.9,0.4,1.1,1.5,2.1,0.9,0.1,1,2.1,10.6,1030,6,11.3,2.6,5.8,3.4,5.5,2.4,3.1,0.7,1.8,2.5,3.4,1.4,0.2,1.5,3.4,17,46,"http://www.basketball-reference.com/players/l/llullse01.html",2010
"Sergio Llull",21.4576484018265,"Guard","2010-11",27.2,4,9.6,1.7,4.5,2.2,5.1,0.506,2.1,2.5,0.4,1.5,2,3,0.9,0.2,1.7,1.9,11.7,1497,5.2,12.6,2.3,6,2.9,6.7,2.7,3.3,0.6,2,2.6,4,1.2,0.2,2.3,2.6,15.5,55,"http://www.basketball-reference.com/players/l/llullse01.html",2011
"Sergio Llull",21.4576484018265,"Guard","2011-12",23.8,3.1,7.4,1,3.3,2.1,4.1,0.491,2.1,3.1,0.2,1.6,1.9,3.9,0.9,0.1,1.5,1.9,9.4,1192,4.7,11.2,1.5,5,3.2,6.2,3.2,4.7,0.4,2.5,2.8,5.9,1.4,0.2,2.3,2.9,14.2,50,"http://www.basketball-reference.com/players/l/llullse01.html",2012
"Sergio Llull",21.4576484018265,"Guard","2012-13",25.1,3.8,8.4,1.8,4.7,2,3.8,0.556,2.1,2.8,0.4,1.6,2.1,3.1,0.7,0.1,1.2,1.6,11.5,1478,5.4,12.1,2.6,6.7,2.8,5.4,3.1,4,0.6,2.4,3,4.4,1,0.2,1.7,2.3,16.5,59,"http://www.basketball-reference.com/players/l/llullse01.html",2013
