"link","Player","VORP","G","MP","draftYear","Amateur","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","sos-dum","sos","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","poss-dum","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ws-dum","ows","dws","ws","ws_per_40","bpm-dum","obpm","dbpm","bpm","games","school_link","conf_link","Year"
"https://www.basketball-reference.com/players/w/woodal01.html","Al Wood",0.5,"417","9939",1981,"College",22.0027397260274,"Small Forward and Shooting Guard","1979-80",NA,NA,NA,NA,NA,5.3,0.766,1.8,0.9,NA,NA,1.6,2.7,19,37,NA,33.5,7.4,14.1,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,5.2,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,NA,0.61,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"http://www.sports-reference.com/cbb/schools/north-carolina/1980.html","http://www.sports-reference.com/cbb/conferences/acc/1980.html",1980
"https://www.basketball-reference.com/players/w/woodal01.html","Al Wood",0.5,"417","9939",1981,"College",22.0027397260274,"Small Forward and Shooting Guard","1980-81",NA,NA,NA,3.3,4.2,6.3,1.3,0.4,1.9,NA,NA,18.1,NA,7.48,NA,7.51,NA,7.18,NA,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA,1.3,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238,NA,0.561,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sports-reference.com/cbb/schools/north-carolina/1981.html","http://www.sports-reference.com/cbb/conferences/acc/1981.html",1981
"https://www.basketball-reference.com/players/w/wrighju01.html","Julian Wright",0.5,"231","3049",2007,"College",20.0328767123288,"Small Forward","2005-06",20.1,3.8,6.7,3.8,6.6,0,0.1,1,1.9,1.6,3,4.6,1.8,0.9,1.3,1.9,1.6,8.5,38,37,7.5,11.97,7.5,11.79,0,0.18,2.1,3.33,8.28,3.24,1.71,2.25,3.51,3.3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,0.564,0.014,0.282,NA,NA,NA,12.5,18.1,NA,4.4,20.4,22.7,NA,1.4,2.7,4.2,0.252,NA,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/kansas/2006.html","http://www.sports-reference.com/cbb/conferences/big-12/2006.html",2006
"https://www.basketball-reference.com/players/w/wrighju01.html","Julian Wright",0.5,"231","3049",2007,"College",20.0328767123288,"Small Forward","2006-07",9.1,0.549,4.9,0.562,0.1,0.231,1.9,0.613,2.5,7.8,2.2,1.4,1.3,2.4,2.5,12,NA,7.6,NA,6.86,7.3,11.88,7.1,11.43,0.1,0.45,2.8,4.05,10.26,2.79,1.89,1.71,3.15,3.6,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566,0.553,0.038,0.344,NA,NA,NA,15.8,14.5,NA,3.4,18.4,22.8,NA,2.2,4.4,6.6,0.252,NA,NA,NA,NA,27.6,"http://www.sports-reference.com/cbb/schools/kansas/2007.html","http://www.sports-reference.com/cbb/conferences/big-12/2007.html",2007
"https://www.basketball-reference.com/players/a/arthuda01.html","Darrell Arthur",0.4,"486","8823",2008,"College",20.186301369863,"Small Forward and Power Forward","2006-07",19,4.1,7.6,4.1,7.4,0,0.1,1.7,2.6,2.1,2.6,4.7,0.4,0.9,1.5,1.4,2.7,9.8,40,39,8.6,14.4,8.6,14.13,0,0.27,3.6,4.95,8.82,0.81,1.62,2.79,2.61,5.7,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558,0.538,0.017,0.344,NA,NA,NA,13.6,4.7,NA,5.6,13.4,26,NA,1.6,3.1,4.8,0.265,NA,NA,NA,NA,38,"http://www.sports-reference.com/cbb/schools/kansas/2007.html","http://www.sports-reference.com/cbb/conferences/big-12/2007.html",2007
"https://www.basketball-reference.com/players/a/arthuda01.html","Darrell Arthur",0.4,"486","8823",2008,"College",20.186301369863,"Small Forward and Power Forward","2007-08",9.9,0.543,5.3,0.555,0.1,0.167,2,0.702,2.3,6.3,0.8,0.5,1.3,1.9,3,12.8,NA,6.86,NA,8.2,8.7,14.31,8.6,13.86,0.1,0.45,3.2,4.14,9.09,1.17,0.72,1.89,2.7,4.8,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569,0.546,0.03,0.289,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,2.5,3.3,5.8,0.234,NA,NA,NA,NA,24.7,"http://www.sports-reference.com/cbb/schools/kansas/2008.html","http://www.sports-reference.com/cbb/conferences/big-12/2008.html",2008
"https://www.basketball-reference.com/players/f/feickja01.html","Jamie Feick",0.4,"201","4316",1996,"College",21.0876712328767,"Center and Power Forward","1992-93",3.9,0.1,1.1,0.1,1,0,0.1,0.1,0.3,NA,NA,1.4,0.1,0.1,0.1,0.3,0.5,0.4,32,NA,1.5,9.81,1.5,9.18,0,0.63,0.7,2.61,13.05,0.63,1.35,0.63,2.61,5.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,0.133,0.067,0.267,NA,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"http://www.sports-reference.com/cbb/schools/michigan-state/1993.html","http://www.sports-reference.com/cbb/conferences/big-ten/1993.html",1993
"https://www.basketball-reference.com/players/f/feickja01.html","Jamie Feick",0.4,"201","4316",1996,"College",21.0876712328767,"Center and Power Forward","1993-94",2.2,0.551,1.2,0.567,0,0,0.6,0.488,NA,3.3,0.7,0.4,0.3,0.7,1.7,3,28,28,31.3,4,3,4.95,3,4.77,0,0.18,1.6,2.88,7.38,1.62,0.81,0.81,1.53,4.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.551,0.029,0.594,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,"http://www.sports-reference.com/cbb/schools/michigan-state/1994.html","http://www.sports-reference.com/cbb/conferences/big-ten/1994.html",1994
"https://www.basketball-reference.com/players/f/feickja01.html","Jamie Feick",0.4,"201","4316",1996,"College",21.0876712328767,"Center and Power Forward","1994-95",4,6.4,0.617,0,NA,3.3,0.581,NA,10,0.9,0.4,1.6,2.2,9.9,32,NA,30.8,3.6,8.4,0.433,5.1,7.38,5.1,7.38,0,0,2.5,3.87,11.52,1.17,1.08,0.45,1.89,2.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,0.617,0,0.517,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,"http://www.sports-reference.com/cbb/schools/michigan-state/1995.html","http://www.sports-reference.com/cbb/conferences/big-ten/1995.html",1995
"https://www.basketball-reference.com/players/f/feickja01.html","Jamie Feick",0.4,"201","4316",1996,"College",21.0876712328767,"Center and Power Forward","1995-96",0.473,0.6,2,2.2,3.6,NA,NA,2.3,0.8,2.2,2.3,10.1,NA,7.92,NA,10.7,NA,7.88,NA,9.04,4.7,9.81,3.9,7.38,0.8,2.34,2.9,4.23,11.07,2.7,0.9,0.54,2.52,3,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501,0.47,0.243,0.429,NA,NA,NA,NA,NA,NA,NA,17.6,NA,NA,0.9,2.1,2.9,0.119,NA,NA,NA,NA,3,"http://www.sports-reference.com/cbb/schools/michigan-state/1996.html","http://www.sports-reference.com/cbb/conferences/big-ten/1996.html",1996
"https://www.basketball-reference.com/players/g/grantga01.html","Gary Grant",0.4,"552","12602",1988,"College",23.1123287671233,"Point Guard","1984-85",31.7,5.6,10.2,NA,NA,NA,NA,1.6,2,NA,NA,2.5,4.7,1.7,0.1,2.7,2.8,12.9,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,0.577,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/michigan/1985.html","http://www.sports-reference.com/cbb/conferences/big-ten/1985.html",1985
"https://www.basketball-reference.com/players/g/grantga01.html","Gary Grant",0.4,"552","12602",1988,"College",23.1123287671233,"Point Guard","1985-86",10.5,0.494,NA,NA,NA,NA,1.8,0.744,NA,3.2,5.6,2.5,0.3,2.9,1.3,12.2,32,32,34,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010,NA,0.522,NA,NA,0.224,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,"http://www.sports-reference.com/cbb/schools/michigan/1986.html","http://www.sports-reference.com/cbb/conferences/big-ten/1986.html",1986
"https://www.basketball-reference.com/players/g/grantga01.html","Gary Grant",0.4,"552","12602",1988,"College",23.1123287671233,"Point Guard","1986-87",7.9,14.5,0.544,2.1,0.485,4.4,0.782,NA,5,2.7,0.3,3.2,2.9,22.4,34,34,35,7.9,14.9,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.5,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088,NA,0.596,0.568,0.128,0.266,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,"http://www.sports-reference.com/cbb/schools/michigan/1987.html","http://www.sports-reference.com/cbb/conferences/big-ten/1987.html",1987
"https://www.basketball-reference.com/players/g/grantga01.html","Gary Grant",0.4,"552","12602",1988,"College",23.1123287671233,"Point Guard","1987-88",0.55,1.3,2.9,4,4.9,NA,NA,6.9,2.4,4.4,2.5,21.1,NA,8.67,NA,9.55,NA,8.74,NA,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444,NA,NA,0.808,NA,NA,3.4,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,NA,0.61,0.573,0.195,0.329,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,"http://www.sports-reference.com/cbb/schools/michigan/1988.html","http://www.sports-reference.com/cbb/conferences/big-ten/1988.html",1988
"https://www.basketball-reference.com/players/j/jonesoz01.html","Ozell Jones",0.4,"70","906",1984,"College",23.4712328767123,"Center","1979-80",20.8,3.2,7.2,NA,NA,NA,NA,0.6,1.4,NA,NA,5,1.1,NA,1.1,1.8,2.8,7,28,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,NA,0.441,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/wichita-state/1980.html","http://www.sports-reference.com/cbb/conferences/mvc/1980.html",1980
"https://www.basketball-reference.com/players/j/jonesoz01.html","Ozell Jones",0.4,"70","906",1984,"College",23.4712328767123,"Center","1980-81",7.2,0.46,NA,NA,NA,NA,1.1,0.615,7.1,NA,NA,0.5,1,1.9,3,7.8,29,24,26.1,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,NA,0.481,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,"http://www.sports-reference.com/cbb/schools/wichita-state/1981.html","http://www.sports-reference.com/cbb/conferences/mvc/1981.html",1981
"https://www.basketball-reference.com/players/j/jonesoz01.html","Ozell Jones",0.4,"70","906",1984,"College",23.4712328767123,"Center","1982-83",NA,NA,NA,NA,NA,2.9,0.588,0.6,0.8,NA,NA,2,3.4,11,29,29,32,4.4,8.1,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,7.1,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,NA,0.542,NA,NA,0.336,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,"http://www.sports-reference.com/cbb/schools/cal-state-fullerton/1983.html","http://www.sports-reference.com/cbb/conferences/pcaa/1983.html",1983
"https://www.basketball-reference.com/players/j/jonesoz01.html","Ozell Jones",0.4,"70","906",1984,"College",23.4712328767123,"Center","1983-84",NA,NA,NA,1.6,3.6,9.4,1.2,0.9,2.2,NA,NA,10.5,NA,3.46,NA,2.12,NA,2.27,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,0.9,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,NA,0.537,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sports-reference.com/cbb/schools/cal-state-fullerton/1984.html","http://www.sports-reference.com/cbb/conferences/pcaa/1984.html",1984
"https://www.basketball-reference.com/players/p/pendeje02.html","Jeff Pendergraph",0.4,"237","2322",2009,"College",22.0904109589041,"Power Forward and Center","2005-06",25.5,4.3,8.6,4.3,8.6,0,0.1,2.4,3.3,2.1,4,6.1,0.6,0.4,0.9,1.9,3.4,10.9,30,29,6.7,12.15,6.7,12.06,0,0.09,3.8,4.68,8.64,0.81,0.63,1.17,2.7,5.4,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,0.494,0.009,0.382,NA,NA,NA,14.8,5.4,NA,2.6,15.9,24.5,NA,1.1,0.9,1.9,0.113,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/arizona-state/2006.html","http://www.sports-reference.com/cbb/conferences/pac-10/2006.html",2006
"https://www.basketball-reference.com/players/p/pendeje02.html","Jeff Pendergraph",0.4,"237","2322",2009,"College",22.0904109589041,"Power Forward and Center","2006-07",8.8,0.551,4.8,0.562,0,0,2.4,0.73,3.9,9.1,0.9,0.6,0.7,2.3,3.5,12.1,34,34,28.4,4.5,5.8,9.36,5.8,9.18,0,0.18,2.9,3.6,9.72,0.9,0.63,0.81,2.52,4.1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585,0.551,0.019,0.38,NA,NA,NA,17.2,6.8,NA,1.8,18.4,20.9,NA,2.3,2,4.4,0.173,NA,NA,NA,NA,33.6,"http://www.sports-reference.com/cbb/schools/arizona-state/2007.html","http://www.sports-reference.com/cbb/conferences/pac-10/2007.html",2007
"https://www.basketball-reference.com/players/p/pendeje02.html","Jeff Pendergraph",0.4,"237","2322",2009,"College",22.0904109589041,"Power Forward and Center","2007-08",4.5,7.6,0.595,0,0,4.3,0.793,4.2,6.4,0.4,1.6,2,3.1,12.4,35,35,32.5,5.7,8.6,0.66,6.3,9.63,6.3,9.54,0,0,4.8,5.4,8.1,1.08,0.54,2.07,2.52,4.3,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,0.593,0.004,0.562,NA,NA,NA,15,7.6,NA,4.6,17,23.5,NA,3.5,2,5.5,0.228,NA,NA,NA,NA,7.6,"http://www.sports-reference.com/cbb/schools/arizona-state/2008.html","http://www.sports-reference.com/cbb/conferences/pac-10/2008.html",2008
"https://www.basketball-reference.com/players/p/pendeje02.html","Jeff Pendergraph",0.4,"237","2322",2009,"College",22.0904109589041,"Power Forward and Center","2008-09",0.662,0,0,3.2,4.1,2.5,5.7,0.9,0.5,1.2,2.7,14.5,NA,7.18,NA,7.95,NA,6.28,NA,7.82,7,9.45,7,9.45,0,0,4,4.59,9.09,0.99,0.54,0.99,1.35,3.3,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.66,0.003,0.483,NA,NA,NA,16.8,6.7,NA,2.3,10.4,21.1,NA,5.1,2.3,7.3,0.258,NA,NA,NA,NA,5.7,"http://www.sports-reference.com/cbb/schools/arizona-state/2009.html","http://www.sports-reference.com/cbb/conferences/pac-10/2009.html",2009
"https://www.basketball-reference.com/players/p/peterji01.html","Jim Petersen",0.4,"491","9802",1984,"College",22.2739726027397,"Center and Power Forward","1980-81",5,0.6,1.2,NA,NA,NA,NA,0,0.2,NA,NA,1,0.1,0,0,0.3,1,1.2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0.484,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"http://www.sports-reference.com/cbb/schools/minnesota/1981.html","http://www.sports-reference.com/cbb/conferences/big-ten/1981.html",1981
"https://www.basketball-reference.com/players/p/peterji01.html","Jim Petersen",0.4,"491","9802",1984,"College",22.2739726027397,"Center and Power Forward","1981-82",2.5,0.462,NA,NA,NA,NA,0.7,0.636,2,NA,NA,0,0.5,1.5,2,3,29,NA,24,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,0.496,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"http://www.sports-reference.com/cbb/schools/minnesota/1982.html","http://www.sports-reference.com/cbb/conferences/big-ten/1982.html",1982
"https://www.basketball-reference.com/players/p/peterji01.html","Jim Petersen",0.4,"491","9802",1984,"College",22.2739726027397,"Center and Power Forward","1982-83",NA,NA,NA,NA,NA,1,0.643,1.6,0.4,NA,NA,1.6,3.1,6.3,24,NA,30,4.8,7.5,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,5.3,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,NA,0.561,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,"http://www.sports-reference.com/cbb/schools/minnesota/1983.html","http://www.sports-reference.com/cbb/conferences/big-ten/1983.html",1983
"https://www.basketball-reference.com/players/p/peterji01.html","Jim Petersen",0.4,"491","9802",1984,"College",22.2739726027397,"Center and Power Forward","1983-84",NA,NA,NA,1.6,2.3,6.9,1.5,1.3,2.7,NA,NA,11.2,NA,9.21,NA,5.12,NA,6.45,NA,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722,NA,NA,0.7,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,0.654,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sports-reference.com/cbb/schools/minnesota/1984.html","http://www.sports-reference.com/cbb/conferences/big-ten/1984.html",1984
"https://www.basketball-reference.com/players/p/poeltja01.html","Jakob Poeltl",0.4,"64","790",2016,"College",20.372602739726,"Center","2014-15",23.3,3.8,5.5,3.8,5.5,0,0,1.6,3.6,2.7,4.1,6.8,0.7,0.4,1.9,1.6,2.4,9.1,36,36,6.5,8.55,6.5,8.46,0,0.09,2.8,5.67,10.44,1.08,0.54,2.88,2.52,4.1,15.7,10.3,15.2,0.681,10.3,15.1,0.684,0,0.1,0,4.4,10,0.444,18.6,1.9,1,5.1,4.4,6.6,25.1,NA,115.2,88,792,24.7,0.63,0.681,0.005,0.66,305,16,20,18.2,6.6,1,8.6,18.2,21.2,NA,2.1,2.1,4.2,0.21,NA,3.5,7.2,10.7,34,"http://www.sports-reference.com/cbb/schools/utah/2015.html","http://www.sports-reference.com/cbb/conferences/pac-12/2015.html",2015
"https://www.basketball-reference.com/players/p/poeltja01.html","Jakob Poeltl",0.4,"64","790",2016,"College",20.372602739726,"Center","2015-16",9.8,0.646,6.3,0.646,0,NA,4.6,0.689,2.8,9.1,1.9,0.6,1.6,2.1,2.3,17.2,NA,7.42,NA,8.79,8.3,11.61,8.3,11.61,0,0,6,7.83,10.8,2.34,0.72,1.8,2.43,3,22.7,12.3,19.1,0.646,12.3,19.1,0.646,0,0,NA,8.9,12.9,0.689,17.7,3.8,1.1,3,4,4.5,33.5,NA,128.8,98.5,1093,31.1,0.665,0.646,0,0.674,597,11.9,22.1,17.4,13.9,1.1,5,13.7,25.7,NA,4.9,1.9,6.8,0.251,NA,6.8,4.4,11.2,30.4,"http://www.sports-reference.com/cbb/schools/utah/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
"https://www.basketball-reference.com/players/s/siakapa01.html","Pascal Siakam",0.4,"64","1015",2016,"College",22.3232876712329,"Power Forward","2014-15",30.8,4.9,8.5,4.9,8.5,0,0.1,3.1,4,3.3,4.4,7.7,1.3,0.8,1.8,1.9,2.6,12.8,34,34,6.3,9.99,6.3,9.9,0,0.09,4,4.68,9,1.53,0.99,2.07,2.16,3.4,16.6,10.1,17.6,0.572,10.1,17.5,0.576,0,0.1,0,6.3,8.3,0.759,15.9,2.7,1.7,3.7,3.9,5.3,26.4,NA,122.7,92,1048,26.1,0.614,0.572,0.007,0.472,428,13.5,17.8,15.7,10,1.7,5.9,15.3,21.2,NA,3.5,2.4,5.9,0.225,NA,3.4,3.8,7.2,34,"http://www.sports-reference.com/cbb/schools/new-mexico-state/2015.html","http://www.sports-reference.com/cbb/conferences/wac/2015.html",2015
"https://www.basketball-reference.com/players/s/siakapa01.html","Pascal Siakam",0.4,"64","1015",2016,"College",22.3232876712329,"Power Forward","2015-16",15,0.539,8,0.549,0.1,0.2,4,0.678,3.9,11.6,1.7,1,2.2,2,2.7,20.3,NA,-3.67,NA,-3.54,9.4,15.57,9.3,15.12,0.1,0.45,4.7,6.21,12.06,1.8,1.08,2.34,2.07,3.1,23.5,14,26,0.539,13.9,25.3,0.549,0.2,0.8,0.2,7,10.3,0.678,20.2,3,1.7,3.8,3.4,4.7,35.2,NA,119.6,86.7,1176,31.5,0.569,0.542,0.029,0.396,649,13.4,23.6,18.8,12,1.7,6.5,10,29.1,NA,4.4,3.4,7.8,0.265,NA,3.4,4.6,8,34.6,"http://www.sports-reference.com/cbb/schools/new-mexico-state/2016.html","http://www.sports-reference.com/cbb/conferences/wac/2016.html",2016
"https://www.basketball-reference.com/players/s/sprigla01.html","Larry Spriggs",0.4,"169","2202",1981,"College",21.2712328767123,"Small Forward and Power Forward","1978-79",NA,6.4,13.2,NA,NA,NA,NA,2.1,4.1,NA,NA,9.7,NA,NA,NA,NA,NA,15.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/howard/1979.html","http://www.sports-reference.com/cbb/conferences/meac/1979.html",1979
"https://www.basketball-reference.com/players/s/sprigla01.html","Larry Spriggs",0.4,"169","2202",1981,"College",21.2712328767123,"Small Forward and Power Forward","1979-80",10.6,0.547,NA,NA,NA,NA,2.1,0.611,6.4,NA,NA,NA,NA,NA,NA,13.7,27,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sports-reference.com/cbb/schools/howard/1980.html","http://www.sports-reference.com/cbb/conferences/meac/1980.html",1980
"https://www.basketball-reference.com/players/s/sprigla01.html","Larry Spriggs",0.4,"169","2202",1981,"College",21.2712328767123,"Small Forward and Power Forward","1980-81",NA,NA,NA,NA,NA,4,0.583,NA,NA,NA,NA,NA,NA,15.4,NA,-13.45,NA,-9.53,NA,-9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,"http://www.sports-reference.com/cbb/schools/howard/1981.html","http://www.sports-reference.com/cbb/conferences/meac/1981.html",1981
